"Id","ProjId","ProjName","CommitSha","FileName","Type","ActionScript","SrcLine","DestLine","BlockLength","ActionId"
"11921","21","arthas","3481f927629b4942685b1079bc22c50a3c67ffb7","pom.xml","update","{'src_line': 169, 'dest_line': 169, 'mode': 'update', 'str_diff': [[[29, 30]], [[29, 30]]], 'indent_offset': 0, 'edit_action': 'Update line 169 to line 169'}","169","169",,
"11922","21","arthas","3569e213fc0c5140033d8d4f4f0e98a90748a551","pom.xml","update","{'src_line': 7, 'dest_line': 7, 'mode': 'update', 'str_diff': [[[22, 30]], [[]]], 'indent_offset': 0, 'edit_action': 'Update line 7 to line 7'}","7","7",,
"11923","21","arthas","36a593b43b97d7588c8998d8fdfcd821947c6986","pom.xml","update","{'src_line': 7, 'dest_line': 7, 'mode': 'update', 'str_diff': [[[22, 30]], [[]]], 'indent_offset': 0, 'edit_action': 'Update line 7 to line 7'}","7","7",,
"11924","21","arthas","36a593b43b97d7588c8998d8fdfcd821947c6986","pom.xml","update","{'src_line': 45, 'dest_line': 45, 'mode': 'update', 'str_diff': [[[34, 41]], [[34, 39]]], 'indent_offset': 0, 'edit_action': 'Update line 45 to line 45'}","45","45",,
"11925","21","arthas","37f93f0edcef51fd08d7d80bb05d03213205edc0","assembly.xml","c_update","{'src_line': 24, 'dest_line': 28, 'mode': 'c_update', 'edit_action': 'Update line 24 to line 28', 'str_diff': [[[17, 42]], [[17, 38]]]}","24","28",,
"11926","21","arthas","37f93f0edcef51fd08d7d80bb05d03213205edc0","assembly.xml","c_update","{'src_line': 25, 'dest_line': 29, 'mode': 'c_update', 'edit_action': 'Update line 25 to line 29', 'str_diff': [[[23, 27]], [[23, 25]]]}","25","29",,
"11927","21","arthas","388854b81cdf58a11b509ba41954fbb2a75f1090","pom.xml","c_update","{'src_line': 56, 'dest_line': 60, 'mode': 'c_update', 'edit_action': 'Update line 56 to line 60', 'str_diff': [[[21, 41]], [[21, 24]]]}","56","60",,
"11928","21","arthas","388854b81cdf58a11b509ba41954fbb2a75f1090","pom.xml","c_update","{'src_line': 57, 'dest_line': 61, 'mode': 'c_update', 'edit_action': 'Update line 57 to line 61', 'str_diff': [[[24, 26]], [[24, 28]]]}","57","61",,
"11929","21","arthas","388854b81cdf58a11b509ba41954fbb2a75f1090","pom.xml","update","{'src_line': 61, 'dest_line': 66, 'mode': 'update', 'str_diff': [[[0, -1]], [[0, -1]]], 'indent_offset': 0, 'edit_action': 'Update line 61 to line 66'}","61","66",,
"11930","21","arthas","3eb73c7067bb8f7de76a1e11c2aab0eb71b7332f","pom.xml","c_update","{'src_line': 60, 'dest_line': 60, 'mode': 'c_update', 'edit_action': 'Update line 60 to line 60', 'str_diff': [[[16, 19]], [[16, 28]]]}","60","60",,
"11931","21","arthas","3eb73c7067bb8f7de76a1e11c2aab0eb71b7332f","pom.xml","c_update","{'src_line': 61, 'dest_line': 61, 'mode': 'c_update', 'edit_action': 'Update line 61 to line 61', 'str_diff': [[[16, 20]], [[16, 28]]]}","61","61",,
"11932","21","arthas","3eb73c7067bb8f7de76a1e11c2aab0eb71b7332f","pom.xml","update","{'src_line': 154, 'dest_line': 156, 'mode': 'update', 'str_diff': [[[30, 30]], [[30, 30]]], 'indent_offset': 0, 'edit_action': 'Update line 154 to line 156'}","154","156",,
"11933","21","arthas","3eb73c7067bb8f7de76a1e11c2aab0eb71b7332f","pom.xml","update","{'src_line': 159, 'dest_line': 161, 'mode': 'update', 'str_diff': [[[30, 30]], [[30, 30]]], 'indent_offset': 0, 'edit_action': 'Update line 159 to line 161'}","159","161",,
"11934","21","arthas","3eb73c7067bb8f7de76a1e11c2aab0eb71b7332f","pom.xml","update","{'src_line': 164, 'dest_line': 166, 'mode': 'update', 'str_diff': [[[30, 30]], [[30, 30]]], 'indent_offset': 0, 'edit_action': 'Update line 164 to line 166'}","164","166",,
"11935","21","arthas","3eb73c7067bb8f7de76a1e11c2aab0eb71b7332f","pom.xml","update","{'src_line': 169, 'dest_line': 171, 'mode': 'update', 'str_diff': [[[30, 30]], [[30, 30]]], 'indent_offset': 0, 'edit_action': 'Update line 169 to line 171'}","169","171",,
"11936","21","arthas","3eb73c7067bb8f7de76a1e11c2aab0eb71b7332f","pom.xml","update","{'src_line': 174, 'dest_line': 176, 'mode': 'update', 'str_diff': [[[30, 30]], [[30, 30]]], 'indent_offset': 0, 'edit_action': 'Update line 174 to line 176'}","174","176",,
"11937","21","arthas","3fe0a159405b0f53cfb70c25763627ee02c09862","pom.xml","m_update","{'src_line': 23, 'dest_line': 27, 'mode': 'm_update', 'edit_action': 'Update line 23 to line 27', 'str_diff': [[[34, 40]], [[42, 47]]]}","23","27",,
"11938","21","arthas","405c310907e006011b5ad65da65d058459b86f0b","pom.xml","c_update","{'src_line': 116, 'dest_line': 149, 'mode': 'c_update', 'edit_action': 'Update line 116 to line 149', 'str_diff': [[[25, 35]], [[25, 32]]]}","116","149",,
"11939","21","arthas","405c310907e006011b5ad65da65d058459b86f0b","pom.xml","c_update","{'src_line': 117, 'dest_line': 150, 'mode': 'c_update', 'edit_action': 'Update line 117 to line 150', 'str_diff': [[[28, 33]], [[28, 37]]]}","117","150",,
"11940","21","arthas","405c310907e006011b5ad65da65d058459b86f0b","pom.xml","c_update","{'src_line': 118, 'dest_line': 151, 'mode': 'c_update', 'edit_action': 'Update line 118 to line 151', 'str_diff': [[[25, 30]], [[25, 36]]]}","118","151",,
"11941","21","arthas","405c310907e006011b5ad65da65d058459b86f0b","pom.xml","c_update","{'src_line': 121, 'dest_line': 154, 'mode': 'c_update', 'edit_action': 'Update line 121 to line 154', 'str_diff': [[[25, 39]], [[25, 32]]]}","121","154",,
"11942","21","arthas","405c310907e006011b5ad65da65d058459b86f0b","pom.xml","c_update","{'src_line': 122, 'dest_line': 155, 'mode': 'c_update', 'edit_action': 'Update line 122 to line 155', 'str_diff': [[[28, 34]], [[28, 39]]]}","122","155",,
"11943","21","arthas","405c310907e006011b5ad65da65d058459b86f0b","pom.xml","c_update","{'src_line': 123, 'dest_line': 156, 'mode': 'c_update', 'edit_action': 'Update line 123 to line 156', 'str_diff': [[[25, 29]], [[25, 36]]]}","123","156",,
"11944","21","arthas","405c310907e006011b5ad65da65d058459b86f0b","pom.xml","c_update","{'src_line': 126, 'dest_line': 159, 'mode': 'c_update', 'edit_action': 'Update line 126 to line 159', 'str_diff': [[[25, 36]], [[25, 32]]]}","126","159",,
"11945","21","arthas","405c310907e006011b5ad65da65d058459b86f0b","pom.xml","c_update","{'src_line': 127, 'dest_line': 160, 'mode': 'c_update', 'edit_action': 'Update line 127 to line 160', 'str_diff': [[[28, 42]], [[28, 40]]]}","127","160",,
"11946","21","arthas","405c310907e006011b5ad65da65d058459b86f0b","pom.xml","c_update","{'src_line': 128, 'dest_line': 161, 'mode': 'c_update', 'edit_action': 'Update line 128 to line 161', 'str_diff': [[[25, 29]], [[25, 36]]]}","128","161",,
"11947","21","arthas","405c310907e006011b5ad65da65d058459b86f0b","pom.xml","c_update","{'src_line': 131, 'dest_line': 164, 'mode': 'c_update', 'edit_action': 'Update line 131 to line 164', 'str_diff': [[[25, 28]], [[25, 32]]]}","131","164",,
"11948","21","arthas","405c310907e006011b5ad65da65d058459b86f0b","pom.xml","c_update","{'src_line': 132, 'dest_line': 165, 'mode': 'c_update', 'edit_action': 'Update line 132 to line 165', 'str_diff': [[[28, 31]], [[28, 42]]]}","132","165",,
"11949","21","arthas","405c310907e006011b5ad65da65d058459b86f0b","pom.xml","c_update","{'src_line': 133, 'dest_line': 166, 'mode': 'c_update', 'edit_action': 'Update line 133 to line 166', 'str_diff': [[[25, 30]], [[25, 36]]]}","133","166",,
"11950","21","arthas","405c310907e006011b5ad65da65d058459b86f0b","pom.xml","c_update","{'src_line': 136, 'dest_line': 169, 'mode': 'c_update', 'edit_action': 'Update line 136 to line 169', 'str_diff': [[[25, 29]], [[25, 32]]]}","136","169",,
"11951","21","arthas","405c310907e006011b5ad65da65d058459b86f0b","pom.xml","c_update","{'src_line': 137, 'dest_line': 170, 'mode': 'c_update', 'edit_action': 'Update line 137 to line 170', 'str_diff': [[[28, 32]], [[28, 43]]]}","137","170",,
"11952","21","arthas","405c310907e006011b5ad65da65d058459b86f0b","pom.xml","c_update","{'src_line': 138, 'dest_line': 171, 'mode': 'c_update', 'edit_action': 'Update line 138 to line 171', 'str_diff': [[[28, 28]], [[28, 36]]]}","138","171",,
"11953","21","arthas","41936aed83d8fe92ccccf3debfc39adbfd84d2f5","pom.xml","update","{'src_line': 95, 'dest_line': 95, 'mode': 'update', 'str_diff': [[[29, 29]], [[29, 29]]], 'indent_offset': 0, 'edit_action': 'Update line 95 to line 95'}","95","95",,
"11954","21","arthas","42e13cb345b585a677cb979bd7341209fadc76b0","pom.xml","c_update","{'src_line': 70, 'dest_line': 79, 'mode': 'c_update', 'edit_action': 'Update line 70 to line 79', 'str_diff': [[[16, 24]], [[24, 36]]]}","70","79",,
"11955","21","arthas","4335c3129bc8185712f06a88d068208a8216cc00","pom.xml","update","{'src_line': 7, 'dest_line': 7, 'mode': 'update', 'str_diff': [[[22, 30]], [[]]], 'indent_offset': 0, 'edit_action': 'Update line 7 to line 7'}","7","7",,
"11956","21","arthas","4b1fa89878c8c3c6b60f0e3d7790c310428952fa","pom.xml","update","{'src_line': 7, 'dest_line': 7, 'mode': 'update', 'str_diff': [[[21, 21]], [[21, 30]]], 'indent_offset': 0, 'edit_action': 'Update line 7 to line 7'}","7","7",,
"11957","21","arthas","4b1fa89878c8c3c6b60f0e3d7790c310428952fa","pom.xml","update","{'src_line': 45, 'dest_line': 45, 'mode': 'update', 'str_diff': [[[34, 41]], [[34, 39]]], 'indent_offset': 0, 'edit_action': 'Update line 45 to line 45'}","45","45",,
"11958","21","arthas","4bc2ef53e256668588a50fce0ac47cd132fdc144","pom.xml","update","{'src_line': 81, 'dest_line': 89, 'mode': 'update', 'str_diff': [[[28, 28]], [[28, 28]]], 'indent_offset': 0, 'edit_action': 'Update line 81 to line 89'}","81","89",,
"11959","21","arthas","50513fd459669a32a32e79a3dc313188ed0c2d02","pom.xml","update","{'src_line': 90, 'dest_line': 90, 'mode': 'update', 'str_diff': [[[29, 29]], [[29, 29]]], 'indent_offset': 0, 'edit_action': 'Update line 90 to line 90'}","90","90",,
"11960","21","arthas","52dc60bae6c9aa22ca42b59562dd2bebbd4d8d2a","pom.xml","update","{'src_line': 78, 'dest_line': 78, 'mode': 'update', 'str_diff': [[[80, 93]], [[80, 89]]], 'indent_offset': 0, 'edit_action': 'Update line 78 to line 78'}","78","78",,
"11961","21","arthas","52dc60bae6c9aa22ca42b59562dd2bebbd4d8d2a","pom.xml","update","{'src_line': 79, 'dest_line': 79, 'mode': 'update', 'str_diff': [[[78, 91]], [[78, 87]]], 'indent_offset': 0, 'edit_action': 'Update line 79 to line 79'}","79","79",,
"11962","21","arthas","5465546f9cd713655c41a83d2b70bcbafb43a604","pom.xml","c_update","{'src_line': 40, 'dest_line': 119, 'mode': 'c_update', 'edit_action': 'Update line 40 to line 119', 'str_diff': [[[16, 18]], [[16, 18]]]}","40","119",,
"11963","21","arthas","5465546f9cd713655c41a83d2b70bcbafb43a604","pom.xml","update","{'src_line': 60, 'dest_line': 60, 'mode': 'update', 'str_diff': [[[]], [[66, 84]]], 'indent_offset': 0, 'edit_action': 'Update line 60 to line 60'}","60","60",,
"11964","21","arthas","5465546f9cd713655c41a83d2b70bcbafb43a604","pom.xml","update","{'src_line': 70, 'dest_line': 70, 'mode': 'update', 'str_diff': [[[46, 51]], [[46, 49]]], 'indent_offset': 0, 'edit_action': 'Update line 70 to line 70'}","70","70",,
"11965","21","arthas","5465546f9cd713655c41a83d2b70bcbafb43a604","pom.xml","update","{'src_line': 71, 'dest_line': 71, 'mode': 'update', 'str_diff': [[[47, 52]], [[47, 50]]], 'indent_offset': 0, 'edit_action': 'Update line 71 to line 71'}","71","71",,
